id,Speciality,Vacancy,Date,Date (Квартал),AvgSalary,salary_to,salary_from,salary_currency,employer_name,Year,area_name,Country
4410,Инженер-программист,Data Engineer,17/03/20,1,"","","","",Группа компаний С7,2020,Москва,Russian Federation
4411,Инженер-программист,Data Engineer,15/05/20,2,"","","","",Сбербанк,2020,Москва,Russian Federation
4412,Инженер-программист,Data Engineer,06/04/20,2,"","","","",Сбербанк,2020,Москва,Russian Federation
4413,Инженер-программист,Data Engineer,20/04/20,2,"","","","",Актион Технологии,2020,Москва,Russian Federation
4414,Инженер-программист,Data Engineer,30/07/20,3,"","","","",Сбербанк,2020,Москва,Russian Federation
4415,Инженер-программист,Data Engineer,13/05/20,2,"","","","",Сбербанк,2020,Санкт-Петербург,Russian Federation
4416,Инженер-программист,Data Engineer,27/04/20,2,"","","","",Райффайзенбанк,2020,Москва,Russian Federation
4417,Инженер-программист,Data engineer,20/04/20,2,"","","","",220 Вольт,2020,Санкт-Петербург,Russian Federation
4418,Инженер-программист,Data Engineer,06/07/20,3,"","","","",ЦИАН ГРУПП,2020,Москва,Russian Federation
4419,Инженер-программист,Data Engineer,15/05/20,2,"","","","",Vigrom Corp.,2020,Санкт-Петербург,Russian Federation
4420,Инженер-программист,Data Engineer,15/05/20,2,"","","","",МТС,2020,Москва,Russian Federation
4421,Инженер-программист,Data Engineer,08/06/20,2,"","","","",Спортмастер,2020,Москва,Russian Federation
4422,Инженер-программист,DATA ENGINEER,15/07/20,3,"","","","","СИБУР, Группа компаний",2020,Москва,Russian Federation
4423,Инженер-программист,Data Engineer,05/06/20,2,"","","","",Сбербанк,2020,Москва,Russian Federation
4424,Инженер-программист,Data Engineer,22/06/20,2,"","","","",Сбербанк,2020,Москва,Russian Federation
4425,Инженер-программист,Data Engineer,15/06/20,2,"","","","","Северсталь, Москва",2020,Москва,Russian Federation
4426,Инженер-программист,Data Engineer,29/06/20,2,"","","","",Сбербанк,2020,Москва,Russian Federation
4427,Инженер-программист,Data Engineer,02/07/20,3,"","","","",Сбербанк,2020,Москва,Russian Federation
4428,Инженер-программист,Data Engineer,31/12/20,4,"","","","",X5foodtech,2020,Москва,Russian Federation
4429,Инженер-программист,Data Engineer,30/06/20,2,"","","","",Сбербанк,2020,Санкт-Петербург,Russian Federation
4430,Инженер-программист,Data Engineer,02/07/20,3,"","","","",Сбербанк,2020,Санкт-Петербург,Russian Federation
4431,Инженер-программист,Data Engineer,16/07/20,3,"","","","",Сбербанк,2020,Москва,Russian Federation
4432,Инженер-программист,Data Engineer,11/08/20,3,"","","","",Ozon,2020,Москва,Russian Federation
4433,Инженер-программист,Data Engineer,09/07/20,3,"","","","",DPD в России,2020,Москва,Russian Federation
4434,Инженер-программист,DATA ENGINEER,14/08/20,3,"","","","","СИБУР, Группа компаний",2020,Москва,Russian Federation
4435,Инженер-программист,Data Engineer,25/11/21,4,200000,200000,"",RUR,Точка,2021,Екатеринбург,Russian Federation
4436,Инженер-программист,Data Engineer,23/11/21,4,"","","","",Smile2impress,2021,Москва,Russian Federation
4437,Инженер-программист,Data Engineer,12/08/20,3,"","","","",Vigrom Corp.,2020,Москва,Russian Federation
4438,Инженер-программист,"Data Engineer - Python Data Processing, AWS/Serverless and Angular/Javascript - REMOTE",08/01/21,1,1500,"",1500,USD,RE Partners Consulting LLC,2021,Москва,Russian Federation
4439,Инженер-программист,"Data Engineer - Python Data Processing, AWS/Serverless and Angular/Javascript - REMOTE",08/01/21,1,1500,"",1500,USD,RE Partners Consulting LLC,2021,Армения,Russian Federation
4440,Инженер-программист,Data engineer (BigData и ML),01/04/21,2,"","","","",Сбербанк,2021,Москва,Russian Federation
4441,Инженер-программист,Data engineer (BigData и ML),12/02/21,1,"","","","",Сбербанк,2021,Москва,Russian Federation
4442,Инженер-программист,Data engineer (BigData и ML),01/07/21,3,"","","","",Сбербанк,2021,Москва,Russian Federation
4443,Инженер-программист,Data Engineer (Cloud Team),08/05/21,2,"","","","",Big Data Solutions,2021,Санкт-Петербург,Russian Federation
4444,Инженер-программист,Data Engineer (Digital),28/07/20,3,"","","","",Exness,2020,Санкт-Петербург,Russian Federation
4445,Инженер-программист,Data Engineer (DS Платформа),15/05/20,2,"","","","",Сбербанк,2020,Москва,Russian Federation
4446,Инженер-программист,Data Engineer (Junior+),14/04/21,2,120000,"",120000,RUR,Kelly Services,2021,Москва,Russian Federation
4447,Инженер-программист,Data Engineer (marketing),20/10/21,4,"","","","",Белка Геймз,2021,Санкт-Петербург,Russian Federation
4448,Инженер-программист,Data Engineer (Middle/Senior),25/05/20,2,"","","","",Газпром-медиа Развлекательное телевидение (ГПМ РТВ),2020,Москва,Russian Federation
4449,Инженер-программист,Data Engineer (PHP/GO),25/08/20,3,"","","","",Hype Auditor,2020,Санкт-Петербург,Russian Federation
4450,Инженер-программист,Data engineer (Python Hadoop Spark),30/09/21,3,"","","","",X5 RETAIL GROUP,2021,Москва,Russian Federation
4451,Инженер-программист,Data Engineer (Python),12/04/21,2,"","","","",Тинькофф,2021,Краснодар,Russian Federation
4452,Инженер-программист,Data Engineer (Python),06/04/21,2,"","","","",Тинькофф,2021,Сочи,Russian Federation
4453,Инженер-программист,Data Engineer (Python),29/07/21,3,"","","","",Тинькофф,2021,Санкт-Петербург,Russian Federation
4454,Инженер-программист,Data Engineer (Python),14/07/21,3,280000,280000,"",RUR,АРЕС,2021,Санкт-Петербург,Russian Federation
4455,Инженер-программист,Data Engineer (Python),22/07/21,3,"","","","",Тинькофф,2021,Екатеринбург,Russian Federation
4456,Инженер-программист,Data Engineer (Python),17/08/21,3,"","","","",Тинькофф,2021,Нижний Новгород,Russian Federation
4457,Инженер-программист,Data engineer (Python),26/06/20,2,150000,150000,"",RUR,FUSION CORE,2020,Москва,Russian Federation
4458,Инженер-программист,Data Engineer (Remote),24/01/21,1,"","","","",Jooble,2021,Москва,Russian Federation
4459,Инженер-программист,Data Engineer (Remote),24/01/21,1,"","","","",Jooble,2021,Санкт-Петербург,Russian Federation
4460,Инженер-программист,Data Engineer (Sber Index),13/05/20,2,"","","","",Сбербанк,2020,Москва,Russian Federation
4461,Инженер-программист,Data Engineer (Spark/Python),20/10/21,4,"","","","",Сбербанк,2021,Санкт-Петербург,Russian Federation
4462,Инженер-программист,Data Engineer (SQL),24/11/21,4,"","","","",Nitka Technologies,2021,Нижний Новгород,Russian Federation
4463,Инженер-программист,Data Engineer (SQL),24/11/21,4,"","","","",Nitka Technologies,2021,Нур-Султан,Kazakhstan
4464,Инженер-программист,Data Engineer (SQL),24/11/21,4,"","","","",Nitka Technologies,2021,Минск,Belarus
4465,Инженер-программист,Data Engineer (SQL),24/11/21,4,"","","","",Nitka Technologies,2021,Алматы,Kazakhstan
4466,Инженер-программист,Data engineer (SQL/Hadoop),11/09/20,3,"","","","",Сбербанк,2020,Санкт-Петербург,Russian Federation
4467,Инженер-программист,Data engineer (SQL/Hadoop),06/07/20,3,"","","","",Сбербанк,2020,Санкт-Петербург,Russian Federation
4468,Инженер-программист,Data Engineer (Единый виртуальный ассистент сотрудника),19/04/21,2,"","","","",Сбербанк,2021,Москва,Russian Federation
4469,Инженер-программист,Data engineer (Массовая персонализация),28/04/20,2,"","","","",Сбербанк,2020,Москва,Russian Federation
4470,Инженер-программист,Data Engineer (Отдел Data Science),30/03/20,1,"","","","",OZON.ru,2020,Москва,Russian Federation
4471,Инженер-программист,Data Engineer (Отдел Data Science),30/04/20,2,"","","","",OZON.ru,2020,Москва,Russian Federation
4472,Инженер-программист,Data Engineer (продукт КС),27/04/20,2,"","","","",Сбербанк,2020,Москва,Russian Federation
4473,Инженер-программист,Data Engineer (стажёр),13/07/20,3,"","","","",Uchi.ru,2020,Москва,Russian Federation
4474,Инженер-программист,Data Engineer (Транзакционный бизнес),18/08/20,3,"","","","",Сбербанк,2020,Москва,Russian Federation
4475,Инженер-программист,Data Engineer (Удаленно),24/03/21,1,"","","","",Plarium,2021,Санкт-Петербург,Russian Federation
4476,Инженер-программист,Data Engineer (Удаленно),25/02/21,1,"","","","",Plarium,2021,Минск,Belarus
4477,Инженер-программист,Data Engineer (Удаленно),24/03/21,1,"","","","",Plarium,2021,Москва,Russian Federation
4478,Инженер-программист,Data Engineer (Удаленно),15/02/21,1,"","","","",Plarium,2021,Санкт-Петербург,Russian Federation
4479,Инженер-программист,Data Engineer (Удаленно),15/02/21,1,"","","","",Plarium,2021,Москва,Russian Federation
4480,Инженер-программист,Data engineer (удаленно),06/11/21,4,"","","","",Билайн,2021,Москва,Russian Federation
4481,Инженер-программист,Data engineer (управление Благосостоянием),01/09/20,3,"","","","",Сбербанк,2020,Москва,Russian Federation
4482,Инженер-программист,Data Engineer (Управление валидации),10/06/21,2,"","","","",Сбербанк,2021,Москва,Russian Federation
4483,Инженер-программист,Data Engineer (Управление валидации),02/07/21,3,"","","","",Сбербанк,2021,Москва,Russian Federation
4484,Инженер-программист,Data Engineer (Управление валидации),16/08/21,3,"","","","",Сбербанк,2021,Москва,Russian Federation
4485,Инженер-программист,Data Engineer / DataOps,21/06/21,2,"","","","",Прагматикс,2021,Москва,Russian Federation
4486,Инженер-программист,Data engineer / инженер данных,29/11/21,4,"","","","",ИВ РОШЕ,2021,Москва,Russian Federation
4487,Инженер-программист,Data engineer / Инженер по данным,26/08/21,3,"","","","",Объединенная металлургическая компания,2021,Москва,Russian Federation
4488,Инженер-программист,Data engineer / Инженер по данным,27/09/21,3,"","","","",Объединенная металлургическая компания,2021,Москва,Russian Federation
4489,Инженер-программист,Data engineer / Инженер по данным,22/07/21,3,"","","","",Объединенная металлургическая компания,2021,Москва,Russian Federation
4490,Инженер-программист,Data Engineer Intern (Python),24/07/20,3,"","","","",Align Technology,2020,Москва,Russian Federation
4491,Инженер-программист,Data engineer Python,10/08/20,3,"","","","",Форпост,2020,Москва,Russian Federation
4492,Инженер-программист,Data Engineer SberDevices,03/08/20,3,"","","","",Сбербанк,2020,Москва,Russian Federation
4493,Инженер-программист,Data Engineer SberDevices,03/08/20,3,"","","","",Сбербанк,2020,Москва,Russian Federation
4494,Инженер-программист,Data Engineer SberDevices,18/07/20,3,"","","","",Сбербанк,2020,Москва,Russian Federation
4495,Инженер-программист,Data Engineer SQL / Python,27/07/21,3,85000,"",85000,RUR,DataProf,2021,Воронеж,Russian Federation
4496,Инженер-программист,Data Engineer with Python / Spark / ETL,08/09/20,3,"","","","",Grid Dynamics,2020,Санкт-Петербург,Russian Federation
4497,Инженер-программист,Data Engineer в команду HR,31/08/20,3,"","","","",Райффайзенбанк,2020,Москва,Russian Federation
4498,Инженер-программист,Data Engineer в подразделение Комплаенс,19/05/20,2,"","","","",Сбербанк,2020,Москва,Russian Federation
4499,Инженер-программист,Data Engineer в подразделение Комплаенс,28/04/20,2,"","","","",Сбербанк,2020,Москва,Russian Federation
4500,Инженер-программист,Data Engineer Дивизион `Массовая персонализация`,24/03/21,1,"","","","",Сбербанк,2021,Москва,Russian Federation
4501,Инженер-программист,Data engineer по модели численности,27/03/20,1,"","","","",Сбербанк,2020,Москва,Russian Federation
4502,Инженер-программист,"Data Engineer, Fintech Solutions (Смаль-Стоцького, 1)",16/10/21,4,"","","","",DataArt,2021,Львов,Ukraine
4503,Инженер-программист,Data Engineer. Дивизион `Массовая персонализация`,31/03/21,1,"","","","",Сбербанк,2021,Москва,Russian Federation
4504,Инженер-программист,Data Engineering Internship,04/08/21,3,80000,"",80000,RUR,Procter & Gamble,2021,Москва,Russian Federation
4505,Инженер-программист,Data Science Engineer,10/02/21,1,"","","","",Lingoda GmbH,2021,Москва,Russian Federation
4506,Инженер-программист,Data science Engineer,19/02/21,1,"","","","",ИЦ АЙ-ТЕКО,2021,Москва,Russian Federation
4507,Инженер-программист,Data science engineer,18/03/20,1,"","","","",АДАМАС,2020,Москва,Russian Federation
4508,Инженер-программист,Data Technology Expert (BigData Infrastructure / DWH Engineer),09/04/20,2,"","","","",АЛИБАБА.КОМ (РУ),2020,Москва,Russian Federation
4509,Инженер-программист,Data/Analytics Engineer,28/11/21,4,"","","","",OWOX,2021,Баку,Azerbaijan
4510,Инженер-программист,Data-инженер,30/11/21,4,"","","","",Тинькофф,2021,Саратов,Russian Federation
4511,Инженер-программист,Data-инженер,30/11/21,4,"","","","",Тинькофф,2021,Ульяновск,Russian Federation
4512,Инженер-программист,Data-инженер,31/03/20,1,"","","","",Сбербанк,2020,Москва,Russian Federation
4513,Инженер-программист,Data-инженер / Ведущий Data-инженер (инженер по работе с данными),13/04/20,2,"","","","",Bell Integrator,2020,Москва,Russian Federation
4514,Инженер-программист,Data-инженер / Ведущий data-инженер (Корпоративные клиенты 360),10/07/20,3,"","","","",Сбербанк,2020,Москва,Russian Federation
4515,Инженер-программист,Data-инженер «Инструменты управления рисками и потерями в Сети продаж»,02/07/20,3,"","","","",Сбербанк,2020,Москва,Russian Federation
4516,Инженер-программист,Deep Learning / Computer Vision engineer,17/06/21,2,"","","","",Синезис,2021,Москва,Russian Federation
4517,Инженер-программист,Deep Learning Engineer,18/04/21,2,175000,250000,100000,RUR,Intellogic,2021,Санкт-Петербург,Russian Federation
4518,Инженер-программист,Deep Learning Engineer,27/04/21,2,175000,250000,100000,RUR,Intellogic,2021,Санкт-Петербург,Russian Federation
4519,Инженер-программист,Deep learning engineer,28/04/20,2,120000,160000,80000,RUR,IT_Selection,2020,Санкт-Петербург,Russian Federation
4520,Инженер-программист,Deep Learning Engineer (Computer Vision),11/10/21,4,300000,300000,"",RUR,АйТи++,2021,Москва,Russian Federation
4521,Инженер-программист,Deep learning engineer (Санкт-Петербург),28/04/20,2,130000,160000,100000,RUR,IT_Selection,2020,Москва,Russian Federation
4522,Инженер-программист,Deep Learning Engineer (Удаленно),04/03/21,1,240000,300000,180000,RUR,АРЕС,2021,Санкт-Петербург,Russian Federation
4523,Инженер-программист,Deep learning Intern Engineer,23/06/21,2,"","","","",Samsung Research Center,2021,Москва,Russian Federation
4524,Инженер-программист,Deep Learning/Computer Vision Engineer,03/11/21,4,"","","","",ISS,2021,Москва,Russian Federation
4525,Инженер-программист,Deep Learning/Computer Vision Engineer,29/04/20,2,"","","","",ISS,2020,Москва,Russian Federation
4526,Инженер-программист,Dev Ops Intern Engineer,07/06/21,2,"","","","",Samsung Research Center,2021,Москва,Russian Federation
4527,Инженер-программист,Distributed Systems Engineer,30/11/21,4,8000,"",8000,USD,Cube Dev,2021,Москва,Russian Federation
4528,Инженер-программист,DSP Algorithm Engineer,29/07/20,3,"","","","",Coleman Services,2020,Москва,Russian Federation
4529,Инженер-программист,DSP Algorithm Engineer,02/06/20,2,"","","","",Coleman Services,2020,Москва,Russian Federation
4530,Инженер-программист,DSP Algorithm Engineer,29/05/20,2,"","","","",Coleman Services,2020,Москва,Russian Federation
4531,Инженер-программист,DSP Algorithm Engineer,29/06/20,2,"","","","",Coleman Services,2020,Москва,Russian Federation
4532,Инженер-программист,Embedded HW/SW Engineer (Communication platform),30/11/20,4,"","","","",ARRIVAL LTD,2020,Санкт-Петербург,Russian Federation
4533,Инженер-программист,Embedded software engineer,07/07/21,3,180000,180000,"",RUR,Moeco,2021,Санкт-Петербург,Russian Federation
4534,Инженер-программист,Embedded SW Engineer (Connected Vehicle Platform),29/11/21,4,"","","","",ARRIVAL LTD,2021,Санкт-Петербург,Russian Federation
4535,Инженер-программист,Embedded Systems Engineer (Communication platform),10/09/20,3,"","","","",ARRIVAL LTD,2020,Санкт-Петербург,Russian Federation
4536,Инженер-программист,Embedded Systems Engineer (Communication platform),30/11/20,4,"","","","",ARRIVAL LTD,2020,Санкт-Петербург,Russian Federation
4537,Инженер-программист,Engineering manager,03/06/20,2,4500,6000,3000,USD,Chatfuel,2020,Москва,Russian Federation
4538,Инженер-программист,Engineering manager,07/07/20,3,4500,6000,3000,USD,Chatfuel,2020,Москва,Russian Federation
4539,Инженер-программист,Firmware Engineering Intern,28/05/20,2,"","","","",NDA разработка и создание девайсов,2020,Москва,Russian Federation
4540,Инженер-программист,Firmware Engineering Intern,07/09/20,3,"","","","",SberDevices,2020,Москва,Russian Federation
4541,Инженер-программист,Firmware Engineering Intern (SberDevices),01/06/20,2,"","","","",Сбербанк,2020,Москва,Russian Federation
4542,Инженер-программист,Full Stack Engineer – Machine Learning & Analytics Tools,09/03/21,1,"","","","",NVIDIA,2021,Москва,Russian Federation
4543,Инженер-программист,"Full Stack Software Engineer - Australia, Remote",24/07/21,3,300000,400000,200000,RUR,Ailo,2021,Новосибирск,Russian Federation
4544,Инженер-программист,GeForce NOW System Performance Engineer,24/04/20,2,"","","","",NVIDIA,2020,Москва,Russian Federation
4545,Инженер-программист,Graph Analytics Engineer,24/11/21,4,"","","","",Intel Corporation,2021,Москва,Russian Federation
4546,Инженер-программист,Graph Computing Research Engineer,23/07/21,3,"","","","",HUAWEI,2021,Москва,Russian Federation
4547,Инженер-программист,Hadoop Data Engineer,07/08/20,3,"","","","",ANCOR Consumer Goods,2020,Москва,Russian Federation
4548,Инженер-программист,Hadoop data engineer,21/05/20,2,250000,250000,"",RUR,"МАГНИТ, Розничная сеть",2020,Москва,Russian Federation
4549,Инженер-программист,Hadoop data engineer,09/07/20,3,"","","","","МАГНИТ, Розничная сеть",2020,Москва,Russian Federation
4550,Инженер-программист,"Head of Software Engineering (CUDA, GPU Optimisations)",17/11/21,4,6400,6400,6400,EUR,BRAINGINES,2021,Нижний Новгород,Russian Federation
4551,Инженер-программист,"Head of Software Engineering (CUDA, GPU Optimisations)",17/11/21,4,6400,6400,6400,EUR,BRAINGINES,2021,Санкт-Петербург,Russian Federation
4552,Инженер-программист,"Head of Software Engineering (CUDA, GPU Optimisations)",17/11/21,4,6400,6400,6400,EUR,BRAINGINES,2021,Москва,Russian Federation
4553,Инженер-программист,Head of Software Engineering/Руководитель отдела разработки ПО,03/07/20,3,"","","","","Лента, федеральная розничная сеть",2020,Санкт-Петербург,Russian Federation
4554,Инженер-программист,Implementation Engineer (Billing),04/06/20,2,"","","","",Bercut,2020,Санкт-Петербург,Russian Federation
4555,Инженер-программист,Infrastructure Software Engineer - Python,20/10/21,4,150000,"",150000,RUR,ПЕТРОВ СТАНИСЛАВ ИГОРЕВИЧ,2021,Москва,Russian Federation
4556,Инженер-программист,Intern Performance engineer (Feature),19/08/20,3,"","","","",DINS,2020,Санкт-Петербург,Russian Federation
4557,Инженер-программист,Intern QA Automation Engineer,16/04/21,2,"","","","",Мирантис,2021,Москва,Russian Federation
4558,Инженер-программист,Intern QA Automation Engineer (Big Data),29/08/20,3,"","","","",DINS,2020,Санкт-Петербург,Russian Federation
4559,Инженер-программист,Intern QA Automation Engineer (Big Data),27/08/20,3,"","","","",DINS,2020,Санкт-Петербург,Russian Federation
4560,Инженер-программист,Intern QA Engineer (Telco),20/08/20,3,"","","","",DINS,2020,Санкт-Петербург,Russian Federation
4561,Инженер-программист,Intern QA Engineer (Telco),29/08/20,3,"","","","",DINS,2020,Санкт-Петербург,Russian Federation
4562,Инженер-программист,IT Security Engineer / Cybersecurity Engineer,16/02/21,1,375000,450000,300000,RUR,Top Remote Talent,2021,Москва,Russian Federation
4563,Инженер-программист,IT Support Engineer,09/01/21,1,"","","","",НТ Прогресс,2021,Москва,Russian Federation
4564,Инженер-программист,Junior / Middle Embedded Software Engineer,13/07/21,3,"","","","",Newxel,2021,Киев,Ukraine
4565,Инженер-программист,Junior Computer Vision engineer,01/09/21,3,67500,100000,35000,RUR,Город Иннополис,2021,Иннополис,Russian Federation
4566,Инженер-программист,Junior Computer Vision engineer,01/09/21,3,67500,100000,35000,RUR,Город Иннополис,2021,Москва,Russian Federation
4567,Инженер-программист,Junior Data Engineer,12/09/20,3,"","","","",«Газпромбанк» (Акционерное общество),2020,Москва,Russian Federation
4568,Инженер-программист,Junior Data Engineer,12/09/20,3,125000,150000,100000,RUR,Платформа ОФД,2020,Москва,Russian Federation
4569,Инженер-программист,Junior Data Engineer,25/01/21,1,"","","","",Valiotti Analytics,2021,Санкт-Петербург,Russian Federation
4570,Инженер-программист,Junior Data Engineer,21/05/21,2,125000,150000,100000,RUR,Платформа ОФД,2021,Москва,Russian Federation
4571,Инженер-программист,Junior Data Engineer,12/06/21,2,"","","","",Школа программирования Kodland,2021,Москва,Russian Federation
4572,Инженер-программист,Junior Data Engineer,06/06/21,2,125000,150000,100000,RUR,Платформа ОФД,2021,Москва,Russian Federation
4573,Инженер-программист,Junior Data Engineer,06/04/20,2,"","","","",Сбербанк,2020,Санкт-Петербург,Russian Federation
4574,Инженер-программист,Junior Data Engineer,07/05/20,2,"","","","",Сбербанк,2020,Санкт-Петербург,Russian Federation
4575,Инженер-программист,Junior Data Engineer (Python),07/07/21,3,120000,140000,100000,RUR,DataFork,2021,Москва,Russian Federation
4576,Инженер-программист,Junior Data Engineer (Python),12/07/21,3,120000,140000,100000,RUR,DataFork,2021,Москва,Russian Federation
4577,Инженер-программист,Junior Data Engineer (Python),15/08/21,3,120000,140000,100000,RUR,DataFork,2021,Москва,Russian Federation
4578,Инженер-программист,Junior Data Engineer (Python),18/11/21,4,170000,190000,150000,RUR,DataFork,2021,Москва,Russian Federation
4579,Инженер-программист,Junior Data Engineer (Python),28/11/21,4,170000,190000,150000,RUR,DataFork,2021,Москва,Russian Federation
4580,Инженер-программист,Junior Data Engineer (Младший специалист по работе с данными),11/12/20,4,"","","","",Lasmart,2020,Санкт-Петербург,Russian Federation
4581,Инженер-программист,Junior Data Engineer / Server administrator,10/09/20,3,"","","","",Сбербанк,2020,Москва,Russian Federation
4582,Инженер-программист,Junior Embedded Engineer,11/12/20,4,"","","","",Emlid,2020,Санкт-Петербург,Russian Federation
4583,Инженер-программист,Junior Machine Learning Engineer,23/08/20,3,200000,200000,"",RUR,Claire&Clarté,2020,Москва,Russian Federation
4584,Инженер-программист,Junior Machine Learning Engineer,22/09/21,3,"","","","",Гринтернру,2021,Москва,Russian Federation
4585,Инженер-программист,Junior Machine Learning Engineer,04/04/20,2,140000,140000,"",RUR,Claire&Clarté,2020,Москва,Russian Federation
4586,Инженер-программист,Junior ML Engineer,29/11/21,4,40000,40000,"",RUR,Инфотек,2021,Москва,Russian Federation
4587,Инженер-программист,Junior ML Engineer,19/05/21,2,"","","","",Профи (profi.ru),2021,Москва,Russian Federation
4588,Инженер-программист,Junior ML Engineer,09/08/21,3,"","","","",Профи (profi.ru),2021,Москва,Russian Federation
4589,Инженер-программист,Junior Python Data Engineer,29/11/21,4,"","","","",Газпром-медиа Развлекательное телевидение (ГПМ РТВ),2021,Санкт-Петербург,Russian Federation
4590,Инженер-программист,Junior Python Data Engineer,29/11/21,4,"","","","",Газпром-медиа Развлекательное телевидение (ГПМ РТВ),2021,Москва,Russian Federation
4591,Инженер-программист,Junior QA Engineer,19/06/21,2,"","","","",Star,2021,Киев,Ukraine
4592,Инженер-программист,Junior QA Engineer,15/07/20,3,40000,"",40000,RUR,Smartlabs,2020,Москва,Russian Federation
4593,Инженер-программист,Junior QA engineer,03/08/20,3,"","","","",First_Line,2020,Санкт-Петербург,Russian Federation
4594,Инженер-программист,Junior QA Engineer / QA Automation,23/06/20,2,75000,90000,60000,RUR,Йенго РУ,2020,Москва,Russian Federation
4595,Инженер-программист,Junior QA Engineer /Специалист по ручному тестированию,26/11/20,4,30000,35000,25000,RUR,ВЕБИМ.РУ,2020,Санкт-Петербург,Russian Federation
4596,Инженер-программист,Junior QA Engineer for IoT Project,09/02/21,1,"","","","",HiQo Solutions,2021,Санкт-Петербург,Russian Federation
4597,Инженер-программист,Junior Security Engineer,07/09/20,3,"","","","",Wrike,2020,Санкт-Петербург,Russian Federation
4598,Инженер-программист,Junior Software Engineer/ Build Engineer,07/05/20,2,"","","","",Itiviti (Айтивити),2020,Санкт-Петербург,Russian Federation
4599,Инженер-программист,Junior Support Engineer (L1 team),03/06/21,2,87500,100000,75000,RUR,Мирантис,2021,Москва,Russian Federation
4600,Инженер-программист,Junior/Middle/Senior ML Engineer (AI Lab),09/09/20,3,"","","","",Сбербанк,2020,Москва,Russian Federation
4601,Инженер-программист,Junior/mid-level Engineer,06/08/20,3,"","","","",HUAWEI,2020,Москва,Russian Federation
4602,Инженер-программист,Kotlin Engineer,12/08/21,3,5000,"",5000,USD,Synthesized LTD,2021,Великобритания,Russian Federation
4603,Инженер-программист,Kubernetes Engineer,11/08/20,3,"","","","",Тинькофф,2020,Москва,Russian Federation
4604,Инженер-программист,Linux Technical Support Engineer (Level 3),09/05/21,2,"","","","",Cloud Linux,2021,Харьков,Ukraine
4605,Инженер-программист,Linux Technical Support Engineer (Level 3),09/05/21,2,"","","","",Cloud Linux,2021,Днепр (Днепропетровск),Ukraine
4606,Инженер-программист,Localization Engineer,06/01/21,1,"","","","",Smartcat,2021,Москва,Russian Federation
4607,Инженер-программист,Localization Engineer,05/02/21,1,"","","","",Smartcat,2021,Москва,Russian Federation
4608,Инженер-программист,Machine Learning - Deep Learning engineer,13/11/20,4,250000,"",250000,RUR,БЕТА,2020,Санкт-Петербург,Russian Federation
4609,Инженер-программист,Machine Learning / AI / Deep Learning Engineer / Инженер машинного обучения,09/06/21,2,5500,7000,4000,USD,ShowHeroes GmbH,2021,Москва,Russian Federation
4610,Инженер-программист,Machine Learning / Data Science Engineer,26/11/20,4,"","","","",Стрим,2020,Москва,Russian Federation
4611,Инженер-программист,Machine Learning Engineer,11/09/20,3,200000,200000,"",RUR,Claire&Clarté,2020,Москва,Russian Federation
4612,Инженер-программист,Machine Learning Engineer,28/12/20,4,3400,4000,2800,EUR,Greenscreens.AI,2020,Москва,Russian Federation
4613,Инженер-программист,Machine Learning Engineer,21/03/21,1,4250,4500,4000,USD,IT Recruitment Solutions (ITRS.ua) ®­,2021,Киев,Ukraine
4614,Инженер-программист,Machine Learning Engineer,11/01/21,1,"","","","",Quantori,2021,Санкт-Петербург,Russian Federation
4615,Инженер-программист,Machine Learning Engineer,06/07/21,3,"","","","",Сбербанк,2021,Москва,Russian Federation
4616,Инженер-программист,Machine Learning Engineer,24/11/21,4,275000,350000,200000,RUR,Nexus FrontierTech Ltd,2021,Москва,Russian Federation
4617,Инженер-программист,Machine Learning Engineer,27/07/21,3,275000,350000,200000,RUR,Nexus FrontierTech Ltd,2021,Москва,Russian Federation
4618,Инженер-программист,Machine Learning Engineer,07/09/21,3,275000,350000,200000,RUR,Nexus FrontierTech Ltd,2021,Москва,Russian Federation
4619,Инженер-программист,Machine Learning Engineer,25/08/21,3,"","","","",Searchanise,2021,Ульяновск,Russian Federation
4620,Инженер-программист,Machine Learning Engineer,08/10/21,4,275000,350000,200000,RUR,Nexus FrontierTech Ltd,2021,Москва,Russian Federation
4621,Инженер-программист,Machine Learning Engineer,30/04/20,2,"","","","",Botan Investments,2020,Санкт-Петербург,Russian Federation
4622,Инженер-программист,Machine Learning Engineer,08/05/20,2,"","","","",Murano Software,2020,Санкт-Петербург,Russian Federation
4623,Инженер-программист,Machine Learning Engineer,22/05/20,2,"","","","",Сбербанк,2020,Москва,Russian Federation
4624,Инженер-программист,Machine Learning Engineer,02/06/20,2,"","","","",Botan Investments,2020,Санкт-Петербург,Russian Federation
4625,Инженер-программист,Machine Learning Engineer,06/09/20,3,150000,180000,120000,RUR,Инноскрипта Интернешнл,2020,Санкт-Петербург,Russian Federation
4626,Инженер-программист,Machine Learning Engineer,14/07/20,3,"","","","",Botan Investments,2020,Санкт-Петербург,Russian Federation
4627,Инженер-программист,Machine Learning Engineer - Forecasting (Remote),14/10/21,4,200000,250000,150000,RUR,Agnicio,2021,Санкт-Петербург,Russian Federation
4628,Инженер-программист,Machine Learning Engineer (Computer Vision),24/12/20,4,100000,150000,50000,RUR,Tech5,2020,Москва,Russian Federation
