id,Speciality,Vacancy,Date,Date (Квартал),AvgSalary,salary_to,salary_from,salary_currency,employer_name,Year,area_name,Country
4629,Инженер-программист,Machine Learning Engineer (Computer Vision),28/12/20,4,100000,150000,50000,RUR,Tech5,2020,Москва,Russian Federation
4630,Инженер-программист,Machine Learning Engineer (middle),01/09/21,3,"","","","",Roonyx,2021,Ростов-на-Дону,Russian Federation
4631,Инженер-программист,Machine Learning Engineer (Python),08/07/21,3,4000,5000,3000,USD,Starnavi,2021,Санкт-Петербург,Russian Federation
4632,Инженер-программист,Machine Learning Engineer (Python),05/08/21,3,4000,5000,3000,USD,Starnavi,2021,Санкт-Петербург,Russian Federation
4633,Инженер-программист,Machine Learning Engineer (Python),08/09/21,3,4000,5000,3000,USD,Starnavi,2021,Санкт-Петербург,Russian Federation
4634,Инженер-программист,Machine Learning Engineer (Python),09/11/21,4,4000,5000,3000,USD,Starnavi,2021,Санкт-Петербург,Russian Federation
4635,Инженер-программист,Machine Learning Engineer (Remote/ relocate to Riga),06/10/21,4,7000,8000,6000,USD,Hunt For You,2021,Москва,Russian Federation
4636,Инженер-программист,Machine Learning engineer (with NLP expertise),08/03/21,1,"","","","",Data Science UA,2021,Киев,Ukraine
4637,Инженер-программист,Machine Learning Engineer (удаленно),25/08/21,3,"","","","",Searchanise,2021,Ульяновск,Russian Federation
4638,Инженер-программист,Machine Learning Research Engineer,03/06/20,2,"","","","",Botan Investments,2020,Санкт-Петербург,Russian Federation
4639,Инженер-программист,Maintenance Engineer,09/03/21,1,"","","","",Мирантис,2021,Москва,Russian Federation
4640,Инженер-программист,Manual QA Engineer (Cyprus),13/06/20,2,1800,"",1800,EUR,IBIT,2020,Москва,Russian Federation
4641,Инженер-программист,Manual QA Engineer / Тестировщик,08/07/20,3,50000,60000,40000,RUR,PROACTION,2020,Санкт-Петербург,Russian Federation
4642,Инженер-программист,Manual/Automation QA Engineer,21/12/20,4,"","","","",ARRIVAL LTD,2020,Санкт-Петербург,Russian Federation
4643,Инженер-программист,Media Processing & Compression Senior Engineer,28/07/20,3,"","","","",HUAWEI,2020,Москва,Russian Federation
4644,Инженер-программист,Media Processing & Compression Senior Engineer,19/06/20,2,"","","","",HUAWEI,2020,Москва,Russian Federation
4645,Инженер-программист,Middle / Senior C++ Engineer (Computer Vision),21/06/21,2,185000,250000,120000,RUR,Xperience.ai,2021,Нижний Новгород,Russian Federation
4646,Инженер-программист,Middle / Senior C++ Engineer (Computer Vision),26/07/21,3,185000,250000,120000,RUR,Xperience.ai,2021,Нижний Новгород,Russian Federation
4647,Инженер-программист,Middle Automation QA Engineer,12/05/20,2,"","","","",Ready for Sky,2020,Санкт-Петербург,Russian Federation
4648,Инженер-программист,Middle c++\python engineer,29/07/21,3,115000,150000,80000,RUR,Райтек,2021,Москва,Russian Federation
4649,Инженер-программист,Middle c++\python engineer,27/05/21,2,115000,150000,80000,RUR,Райтек,2021,Москва,Russian Federation
4650,Инженер-программист,Middle Data Engineer,31/08/20,3,95000,100000,90000,RUR,СевенПро,2020,Москва,Russian Federation
4651,Инженер-программист,Middle Data Engineer,25/11/21,4,215000,250000,180000,RUR,Educate Online Inc,2021,Москва,Russian Federation
4652,Инженер-программист,Middle Data Engineer,29/11/21,4,215000,250000,180000,RUR,Educate Online Inc,2021,Москва,Russian Federation
4653,Инженер-программист,Middle Data Engineer,12/03/20,1,"","","","",Сбербанк,2020,Санкт-Петербург,Russian Federation
4654,Инженер-программист,Middle Data Engineer,14/05/20,2,"","","","",QuadCode,2020,Санкт-Петербург,Russian Federation
4655,Инженер-программист,Middle Data Engineer,07/05/20,2,"","","","",Сбербанк,2020,Санкт-Петербург,Russian Federation
4656,Инженер-программист,Middle Data Engineer,10/07/20,3,"","","","",PROFI.RU,2020,Москва,Russian Federation
4657,Инженер-программист,Middle Data Engineer,12/07/20,3,95000,100000,90000,RUR,СевенПро,2020,Москва,Russian Federation
4658,Инженер-программист,Middle level Data Engineer,05/05/20,2,2850,3200,2500,USD,PeakData,2020,Москва,Russian Federation
4659,Инженер-программист,Middle level Data Engineer,22/06/20,2,2850,3200,2500,USD,PeakData,2020,Москва,Russian Federation
4660,Инженер-программист,Middle Machine Learning Engineer,09/07/21,3,"","","","",Provectus,2021,Санкт-Петербург,Russian Federation
4661,Инженер-программист,Middle Machine Learning Engineer,09/07/21,3,"","","","",Provectus,2021,Казань,Russian Federation
4662,Инженер-программист,Middle ML Data Engineer,29/09/21,3,"","","","",Social Discovery Ventures,2021,Москва,Russian Federation
4663,Инженер-программист,Middle ML Engineer,15/10/21,4,"","","","",Voximplant,2021,Москва,Russian Federation
4664,Инженер-программист,Middle ML Engineer (исследования ML Hardware) SberDevices,30/11/21,4,"","","","",Сбербанк,2021,Москва,Russian Federation
4665,Инженер-программист,Middle Python Engineer (Remote),09/08/21,3,180000,210000,150000,RUR,Spark Equation,2021,Москва,Russian Federation
4666,Инженер-программист,Middle Python Engineer (Remote),13/11/21,4,180000,210000,150000,RUR,Spark Equation,2021,Санкт-Петербург,Russian Federation
4667,Инженер-программист,Middle QA Automation Engineer (Python),07/01/21,1,215000,250000,180000,RUR,Scalable Solutions,2021,Кипр,Russian Federation
4668,Инженер-программист,Middle QA Automation Engineer (Python),04/02/21,1,"","","","",Capital Recruiters,2021,Киев,Ukraine
4669,Инженер-программист,Middle QA Automation Engineer (Python),14/07/21,3,215000,250000,180000,RUR,Scalable Solutions,2021,Санкт-Петербург,Russian Federation
4670,Инженер-программист,Middle QA Automation Engineer (Python),15/08/21,3,215000,250000,180000,RUR,Scalable Solutions,2021,Санкт-Петербург,Russian Federation
4671,Инженер-программист,Middle QA Automation Engineer (Python),27/11/21,4,215000,250000,180000,RUR,Scalable Solutions,2021,Москва,Russian Federation
4672,Инженер-программист,Middle QA Automation Engineer (Python),26/11/21,4,215000,250000,180000,RUR,Scalable Solutions,2021,Санкт-Петербург,Russian Federation
4673,Инженер-программист,Middle QA engineer,21/12/20,4,"","","","",Skyeng,2020,Санкт-Петербург,Russian Federation
4674,Инженер-программист,Middle QA engineer,21/12/20,4,"","","","",Skyeng,2020,Москва,Russian Federation
4675,Инженер-программист,Middle QA engineer,21/08/21,3,"","","","",Wildix,2021,Одесса,Ukraine
4676,Инженер-программист,Middle QA Engineer (Payment Processing),02/07/20,3,140000,140000,"",RUR,QuadCode,2020,Санкт-Петербург,Russian Federation
4677,Инженер-программист,Middle Spark Data Engineer (remote),23/08/21,3,6100,7000,5200,USD,ClearScale,2021,Москва,Russian Federation
4678,Инженер-программист,Middle/Senior Machine Learning Engineer,23/08/21,3,"","","","",Unikoom,2021,Москва,Russian Federation
4679,Инженер-программист,Middle/Senior Machine Learning Engineer,15/07/21,3,"","","","",Unikoom,2021,Москва,Russian Federation
4680,Инженер-программист,Middle/Senior ML Engineer,12/07/21,3,250000,"",250000,RUR,Gradient,2021,Москва,Russian Federation
4681,Инженер-программист,Middle/Senior ML Engineer,03/09/21,3,150000,"",150000,RUR,Gradient,2021,Москва,Russian Federation
4682,Инженер-программист,Middle/Senior Software Engineer,19/08/20,3,"","","","",dicehub Germany,2020,Москва,Russian Federation
4683,Инженер-программист,ML - инженер в команду Big data,05/03/21,1,"","","","",Diamond Personnel R&C,2021,Москва,Russian Federation
4684,Инженер-программист,Ml / Data engineer (Python Hadoop Spark),17/05/21,2,"","","","",X5 RETAIL GROUP,2021,Москва,Russian Federation
4685,Инженер-программист,ML Android Engineer,01/12/21,4,4250,4500,4000,USD,IT Recruitment Solutions (ITRS.ua) ®­,2021,Киев,Ukraine
4686,Инженер-программист,ML engineer,21/07/21,3,"","","","",HUAWEI,2021,Москва,Russian Federation
4687,Инженер-программист,ML Engineer,19/04/21,2,"","","","","DODO BRANDS (Dodo Pizza, Drinkit, Doner 42)",2021,Москва,Russian Federation
